uuid,variable_type,variable_name,equipment_ID,equipment_type
3caf1ce6-85fe-4b71-8c7a-56b0714f20ab,Reheat,2-4-20_Reheat,2-4-20,VAV
847ace9a-681c-460f-93c2-ad4cb7a66dc3,Reheat,2-4-17_Reheat,2-4-17,VAV
754a16b1-3a3e-42a4-b963-4ec9a3a06d24,Reheat,2-5-23_Reheat,2-5-23,VAV
c05c268a-562a-4554-abf3-0f767ebad520,Reheat,2-5-17B_Reheat,2-5-17B,VAV
54919c1a-8591-48cf-9594-ce333c851c1e,Reheat,2-5-24_Reheat,2-5-24,VAV
4f3a875c-2318-48f4-b5cd-ae1b510d5b91,Reheat,1-5-2_Reheat,1-5-2,VAV
5b316a39-25bd-4348-afc2-5b656ae2d520,Reheat,1-2-2_Reheat,1-2-2,VAV
b7601244-8034-4eda-8200-fa2f81297034,Reheat,2-1-13_Reheat,2-1-13,VAV
52b7568e-deae-4857-a22a-fdc70c530920,Reheat,1-5-12_Reheat,1-5-12,VAV
3ea4ec3b-8fb2-4c43-b32b-a66ee4b6da29,Reheat,2-3-15_Reheat,2-3-15,VAV
c4ec7b8c-9ab0-494d-a8c4-264655ea1516,Reheat,2-3-22_Reheat,2-3-22,VAV
7ce99cef-d244-4bc9-885b-14886993f918,Reheat,2-2-16_Reheat,2-2-16,VAV
1598e0a3-5e75-421b-8171-81f039efd67e,Reheat,2-2-21_Reheat,2-2-21,VAV
5d03d979-f4f4-4241-ad12-b160eafacdd3,Reheat,1-1-4_Reheat,1-1-4,VAV
264cb356-359d-4d1f-9672-4447d88cc336,Reheat,1-3-7_Reheat,1-3-7,VAV
146c3b4a-dfe7-43ec-a42a-b3ed96442d83,Reheat,2-3-18_Reheat,2-3-18,VAV
7b71f7d3-6200-4870-b807-7d24f49c6570,Reheat,1-4-7_Reheat,1-4-7,VAV
e6572366-64fc-44e6-b1ea-1cde548554d3,Reheat,2-4-18_Reheat,2-4-18,VAV
09ac7730-9b6f-4ef7-b997-ba4ad2140dbf,Reheat,1-1-1_Reheat,1-1-1,VAV
df9e108d-f71a-4718-a6f2-613cad37a125,Reheat,1-3-2_Reheat,1-3-2,VAV
25015a9c-28ba-4b9f-b37b-4754c6a54619,Reheat,1-4-2_Reheat,1-4-2,VAV
5afc918c-385c-45fc-b196-496d5415a4e4,Reheat,1-5-7_Reheat,1-5-7,VAV
85cf3c79-9716-4e8c-aec1-c5c5469fbc61,Reheat,1-2-7_Reheat,1-2-7,VAV
9a351e57-f85f-4149-bb66-32a4eaf568ac,Reheat,2-4-15_Reheat,2-4-15,VAV
4a5ded90-63ab-4f32-964e-6b6667680bea,Reheat,2-5-21_Reheat,2-5-21,VAV
9163a18b-9525-4c42-914a-d6460eb3f5d4,Reheat,2-2-13_Reheat,2-2-13,VAV
9e82dfd7-95fd-41cc-964a-b15605198c23,Reheat,2-1-16_Reheat,2-1-16,VAV
214b807d-92d8-4281-aec2-b1f840e38192,Reheat,1-3-1_Reheat,1-3-1,VAV
bad0e3a0-49a8-43d7-944a-cc0abf0a6f6a,Reheat,1-4-1_Reheat,1-4-1,VAV
f71a39e1-5386-41b4-9721-9d61a233a5e8,Reheat,2-1-18_Reheat,2-1-18,VAV
971f063b-a8fb-4298-9d3a-fb4ab8d9f5d4,Reheat,1-1-2_Reheat,1-1-2,VAV
3ddef207-adc4-4884-bf1d-a2a4faf4c8ef,Reheat,1-5-9_Reheat,1-5-9,VAV
a9c85646-238b-4204-8034-aa1e9be51c50,Reheat,2-1-15_Reheat,2-1-15,VAV
de9a7e9b-1465-4a6f-8c44-073051bb880b,Reheat,2-4-17A_Reheat,2-4-17A,VAV
d41cbece-24db-46ea-987f-9e68f44a51fd,Reheat,2-4-21_Reheat,2-4-21,VAV
73f98c21-d5f2-4635-86bc-9c9f56865375,Reheat,2-4-16_Reheat,2-4-16,VAV
70969014-0dd7-4f0d-8637-28546d72eec1,Reheat,2-5-22_Reheat,2-5-22,VAV
7d9bbbe6-391b-4c5a-8d78-ac5b7ee2a324,Reheat,1-5-4_Reheat,1-5-4,VAV
6a34ad1f-ea9a-4b3d-b7b0-e39a877f008d,Reheat,2-B-1_Reheat,2-B-1,VAV
18f87b89-776b-494e-9c39-d5b037da7364,Reheat,1-2-4_Reheat,1-2-4,VAV
f2ec945c-775e-4e51-b058-36886e72b40e,Reheat,2-3-21_Reheat,2-3-21,VAV
2a1fe036-f35b-4adf-9dfe-0225855364e0,Reheat,1-4-9_Reheat,1-4-9,VAV
045a286f-cfc8-460e-b22f-b08e555dbd73,Reheat,2-3-16_Reheat,2-3-16,VAV
ffdbe2a6-982d-489c-800e-a9b1525abc6f,Reheat,2-2-22_Reheat,2-2-22,VAV
81b6ef34-6ab9-4670-bd2a-4169fc843f5b,Reheat,1-3-9_Reheat,1-3-9,VAV
388b070b-07ef-47a4-bfc4-1be660e665c8,Reheat,2-2-15_Reheat,2-2-15,VAV
22f76ee1-5667-43a1-a67d-cdee1881abd7,Reheat,2-1-27_Reheat,2-1-27,VAV
ae7bdd52-8f27-4ec4-a2b0-4443d19976da,Reheat,1-5-11_Reheat,1-5-11,VAV
e3404f02-ab94-49e8-b878-5e2bb999801e,Reheat,1-5-1_Reheat,1-5-1,VAV
ab788103-6e4e-457c-917d-b48c1a5c3a6b,Reheat,1-2-1_Reheat,1-2-1,VAV
3c753e93-6eb5-4d8c-b9ad-144605565191,Reheat,2-4-24_Reheat,2-4-24,VAV
de8ddc6d-e261-43e3-9bd0-2bb725b3c42f,Reheat,1-3-4_Reheat,1-3-4,VAV
2a0516d2-5958-4c51-a544-fd28c909ef64,Reheat,2-2-18_Reheat,2-2-18,VAV
506d83e0-a79a-45bf-921c-7cc2d1043644,Reheat,1-4-4_Reheat,1-4-4,VAV
5af6680e-a9a1-4be8-b394-1fabc7daca1c,Reheat,1-1-7_Reheat,1-1-7,VAV
f00a67e4-4646-4efc-ae12-7a87236358f9,Reheat,2-4-19_Reheat,2-4-19,VAV
c9366fc8-14b1-41cd-b7ce-172423240599,Reheat,1-3-3_Reheat,1-3-3,VAV
fbdb6ba2-8712-4e90-9bc4-a69c680776ac,Reheat,1-4-3_Reheat,1-4-3,VAV
0c346cd5-b1bc-4bd8-aee4-e5018fe28808,Reheat,2-4-14_Reheat,2-4-14,VAV
6a8f9de2-88aa-42bd-b468-a60d6b89ed6e,Reheat,2-5-20_Reheat,2-5-20,VAV
49d161c0-430f-4dd8-badf-c2c06d056995,Reheat,1-3-10_Reheat,1-3-10,VAV
79c4c9c1-6c45-4231-8864-41c85c689d55,Reheat,1-5-6_Reheat,1-5-6,VAV
64548bb6-4aa4-4dff-b682-3c90b5da4db4,Reheat,1-2-6_Reheat,1-2-6,VAV
8d88b9f9-1540-481e-ab76-a6366c48e819,Reheat,2-1-20_Reheat,2-1-20,VAV
02a1e8a4-2181-4ab1-9945-a80707afd16d,Reheat,2-1-17_Reheat,2-1-17,VAV
d0c18023-ef35-4ad4-9c4a-bbeb8986be87,Reheat,1-5-16_Reheat,1-5-16,VAV
30b74a83-edd4-464f-bcb3-1951a9451d03,Reheat,2-2-12_Reheat,2-2-12,VAV
c3613620-c908-4fe5-a337-836ef95fb4c5,Reheat,1-5-3_Reheat,1-5-3,VAV
c11359f5-b7b9-42a4-8e8c-220497476fcf,Reheat,1-1-8_Reheat,1-1-8,VAV
b9f2712f-f22c-4693-9e91-4f261a947251,Reheat,1-2-3_Reheat,1-2-3,VAV
7e9b15b0-f99d-4ea2-a404-e76f9172a070,Reheat,2-5-25_Reheat,2-5-25,VAV
7c27c31d-3c2c-4cb3-a5ef-adba8f3be84a,Reheat,2-3-14_Reheat,2-3-14,VAV
08fd8f68-d0e6-480f-b096-210fdb70b11f,Reheat,2-2-17_Reheat,2-2-17,VAV
6bae6d05-e42c-4ce4-a806-e2cd8b3bc58d,Reheat,2-2-20_Reheat,2-2-20,VAV
7bbe954c-c64c-4d19-81c4-084981dbd410,Reheat,2-1-12_Reheat,2-1-12,VAV
ebfad681-7ab2-49bb-ba46-3c400b973a25,Reheat,1-5-13_Reheat,1-5-13,VAV
a14b69d0-07b6-45a9-be45-57ff9397c76e,Reheat,1-1-5_Reheat,1-1-5,VAV
56bec2f3-38ea-41d6-8f37-b654338fd31b,Reheat,1-3-6_Reheat,1-3-6,VAV
2e19f52b-cc36-4835-8a4b-ee34c27644bf,Reheat,2-3-19_Reheat,2-3-19,VAV
ad0e2ccc-13de-49ec-9751-7ff787fcc8c0,Reheat,1-4-6_Reheat,1-4-6,VAV
de758ba1-fecf-48d0-be0e-b5675afdbc2e,SpaceTemp,1-2-1_SpaceTemp,1-2-1,VAV
4931dd0c-1d50-41b4-a81d-12f6ed20b0f9,SpaceTemp,1-5-6_SpaceTemp,1-5-6,VAV
3d48eda4-6b8c-4dca-9992-f85573a4fbb0,SpaceTemp,1-2-5_SpaceTemp,1-2-5,VAV
3e457b8b-6d6f-48e9-bc55-9b749b6b1e7c,SpaceTemp,1-5-2_SpaceTemp,1-5-2,VAV
e38120bf-b1c6-4564-9203-2455353452e9,SpaceTemp,1-4-8_SpaceTemp,1-4-8,VAV
8576a79e-9557-473b-8266-b1a691fb59c9,SpaceTemp,2-5-22_SpaceTemp,2-5-22,VAV
4c372018-0f46-4ee9-aadd-735b8ff6ef7e,SpaceTemp,2-3-17_SpaceTemp,2-3-17,VAV
8ba92a64-76c6-4b44-b9cf-8ef356ddd817,SpaceTemp,1-3-10_SpaceTemp,1-3-10,VAV
b2e57bcf-e850-4483-964f-9471501a9b00,SpaceTemp,2-1-18_SpaceTemp,2-1-18,VAV
544746d3-ba07-465f-9043-8c245c8650c4,SpaceTemp,2-4-16_SpaceTemp,2-4-16,VAV
6f1ed642-ea77-4fbe-9639-530215e36afc,SpaceTemp,2-2-20_SpaceTemp,2-2-20,VAV
84cb698a-9c36-437c-8ba0-66c885ee8fc4,SpaceTemp,2-5-21_SpaceTemp,2-5-21,VAV
6d0d6e8e-d5f8-4901-a577-655c0e2289f6,SpaceTemp,2-2-19_SpaceTemp,2-2-19,VAV
ed0026db-8a93-465a-9edd-d9521929e556,SpaceTemp,2-3-14_SpaceTemp,2-3-14,VAV
9a325b94-d47d-4dbe-a37d-20ed09b970b2,SpaceTemp,2-4-15_SpaceTemp,2-4-15,VAV
dc2f3d13-8eeb-42ec-9697-d9195fd83ab3,SpaceTemp,1-3-8_SpaceTemp,1-3-8,VAV
49836db9-cc6f-41b0-9835-68a9ae583b06,SpaceTemp,2-5-25_SpaceTemp,2-5-25,VAV
917365f5-b5b2-42f1-a5f3-08bd129456a5,SpaceTemp,1-2-2_SpaceTemp,1-2-2,VAV
881ae9c7-1415-4f07-ae11-e046ad1ba597,SpaceTemp,1-5-5_SpaceTemp,1-5-5,VAV
8bfd0c15-f42b-4888-b70a-a4791cdb9916,SpaceTemp,1-2-6_SpaceTemp,1-2-6,VAV
5b1f94e8-0d4f-4fd0-a6df-25426cf53c6c,SpaceTemp,1-5-1_SpaceTemp,1-5-1,VAV
acbe7c4a-c073-48c0-9ac0-799f39bac16e,SpaceTemp,1-1-4_SpaceTemp,1-1-4,VAV
3878cf1f-e1cd-4034-bec3-7774cf4b1ead,SpaceTemp,1-2-8_SpaceTemp,1-2-8,VAV
aa68141f-8761-4a7b-87a7-ba4d75291aff,SpaceTemp,1-5-11_SpaceTemp,1-5-11,VAV
eb9e2c8e-f866-4af4-8cd5-49f2d65e3255,SpaceTemp,2-1-11_SpaceTemp,2-1-11,VAV
66a7d0f4-3444-467a-9fc0-780f1decb90b,SpaceTemp,1-4-5_SpaceTemp,1-4-5,VAV
0f7cf498-dd3a-4a7d-9884-656a73b88613,SpaceTemp,1-3-2_SpaceTemp,1-3-2,VAV
8de74621-99ae-498f-8263-ff78a6284b01,SpaceTemp,2-2-17_SpaceTemp,2-2-17,VAV
2326ff21-0c95-4012-9941-3d8f825019eb,SpaceTemp,2-1-15_SpaceTemp,2-1-15,VAV
5edc74e4-051a-41ae-ab2f-114b4647034c,SpaceTemp,1-4-1_SpaceTemp,1-4-1,VAV
42420314-4fe4-43ba-af28-6639a4a8b1a8,SpaceTemp,2-2-13_SpaceTemp,2-2-13,VAV
596ce729-cf96-4e2c-87aa-0b4b3e3e7df1,SpaceTemp,1-3-6_SpaceTemp,1-3-6,VAV
89405dcb-51bf-452b-9206-346c2b79fe5d,SpaceTemp,2-1-12_SpaceTemp,2-1-12,VAV
c10cc9fb-3d03-406d-8a02-e1772cbb13f7,SpaceTemp,1-4-6_SpaceTemp,1-4-6,VAV
e3fbecd5-06bb-4c00-8b3c-9b4cfec73312,SpaceTemp,1-5-12_SpaceTemp,1-5-12,VAV
4cbb8ff0-932f-4641-b76f-f0f394215448,SpaceTemp,2-2-14_SpaceTemp,2-2-14,VAV
039bf78b-3014-426e-868b-fde67bc3269d,SpaceTemp,1-3-1_SpaceTemp,1-3-1,VAV
32502d8b-869d-4b28-9acc-3499592549c8,SpaceTemp,2-3-19_SpaceTemp,2-3-19,VAV
ffc3b8be-d208-461a-9d49-74204599c91c,SpaceTemp,2-4-21_SpaceTemp,2-4-21,VAV
ada35040-75b4-4bf0-8930-be25fde6ba9a,SpaceTemp,2-5-17B_SpaceTemp,2-5-17B,VAV
5710b4aa-d18e-46da-b4c1-35e99d277b0b,SpaceTemp,1-5-16_SpaceTemp,1-5-16,VAV
342390fe-2b7f-4cf7-8a50-ab875219a18d,SpaceTemp,2-1-16_SpaceTemp,2-1-16,VAV
91ca80c3-e290-4291-895f-0de664ace960,SpaceTemp,1-4-2_SpaceTemp,1-4-2,VAV
c37a9732-1ba7-4a7e-ab8e-3b3e31a9ab1f,SpaceTemp,1-3-5_SpaceTemp,1-3-5,VAV
2e272f80-9179-4a02-bac2-23b51793bc89,SpaceTemp,2-3-20_SpaceTemp,2-3-20,VAV
a6b15b57-aad6-474b-b326-ea614351fec3,SpaceTemp,2-4-18_SpaceTemp,2-4-18,VAV
3c73a8c1-ffc1-4766-ba35-8925b8279814,SpaceTemp,1-1-3_SpaceTemp,1-1-3,VAV
d1597876-c845-42e0-8426-1a7db672a895,SpaceTemp,1-5-8_SpaceTemp,1-5-8,VAV
a6b19b56-b549-46f3-8e59-138b67cac33b,SpaceTemp,1-1-7_SpaceTemp,1-1-7,VAV
063efa8f-4453-4cda-b73e-454b9cf8453b,SpaceTemp,2-4-17A_SpaceTemp,2-4-17A,VAV
88adaf3f-05e0-45fb-9a5e-b8e1eb131abe,SpaceTemp,2-4-19_SpaceTemp,2-4-19,VAV
e11b09b9-bbac-4476-8dbb-8b2140655fe0,SpaceTemp,1-3-4_SpaceTemp,1-3-4,VAV
3733b778-26d4-4ca8-8852-7b9e9d2a7aa4,SpaceTemp,2-3-21_SpaceTemp,2-3-21,VAV
48bea7ee-4c06-4168-b160-e6522f175501,SpaceTemp,2-4-20_SpaceTemp,2-4-20,VAV
30af39bd-c93c-4477-ba02-ab920d8ac13e,SpaceTemp,2-1-17_SpaceTemp,2-1-17,VAV
15a73470-7cd7-49dc-bdcb-3678037a61e9,SpaceTemp,1-4-3_SpaceTemp,1-4-3,VAV
5a131216-5c4b-44f4-8ac0-0f3baf9981e7,SpaceTemp,2-3-18_SpaceTemp,2-3-18,VAV
600866fb-5363-46ea-8f61-bfa89c053120,SpaceTemp,2-2-15_SpaceTemp,2-2-15,VAV
1997fb83-bf27-4ac0-a464-26ceb8d6d143,SpaceTemp,2-1-13_SpaceTemp,2-1-13,VAV
8d18269c-f697-4d8b-bbf6-6d31bf754a65,SpaceTemp,1-4-7_SpaceTemp,1-4-7,VAV
cb6f731b-0f70-4d74-ab03-3d646961fb8b,SpaceTemp,2-4-24_SpaceTemp,2-4-24,VAV
98868b09-d1f0-4e8b-af1f-01444ecf41ef,SpaceTemp,1-5-13_SpaceTemp,1-5-13,VAV
6b650e95-0b7d-4f89-a7b2-c36e6210511d,SpaceTemp,1-1-6_SpaceTemp,1-1-6,VAV
75b84a24-3ff9-4451-87bd-cbd7ff3c11a1,SpaceTemp,1-5-9_SpaceTemp,1-5-9,VAV
1a803f27-c660-46e9-8e65-8bf3538c573f,SpaceTemp,1-1-2_SpaceTemp,1-1-2,VAV
09d28319-de4c-42b4-bccc-4e942c7f6730,SpaceTemp,1-1-5_SpaceTemp,1-1-5,VAV
17e9e1d2-5e18-4a7d-960f-e44ee6f83a53,SpaceTemp,2-B-1_SpaceTemp,2-B-1,VAV
cfd3ea61-73fa-44e5-8386-b1dafafe9cc6,SpaceTemp,1-1-1_SpaceTemp,1-1-1,VAV
fa654173-612c-4c5e-b727-e51573f845c3,SpaceTemp,1-3-7_SpaceTemp,1-3-7,VAV
988e028e-4b49-46ed-9875-d745b60a5a8d,SpaceTemp,2-3-22_SpaceTemp,2-3-22,VAV
2c88d75c-bfaa-4b1d-a010-fdd2024bdede,SpaceTemp,2-2-12_SpaceTemp,2-2-12,VAV
707ca524-7e44-47dc-b73c-e76eb4857d55,SpaceTemp,2-1-14_SpaceTemp,2-1-14,VAV
1ab65cb9-d513-408d-ad44-5dcbbce23059,SpaceTemp,2-2-16_SpaceTemp,2-2-16,VAV
7903015b-6396-4cb4-b58e-ee16ab9e88d3,SpaceTemp,1-3-3_SpaceTemp,1-3-3,VAV
8061506f-8128-48d9-b509-bb691ee8a40e,SpaceTemp,1-5-10_SpaceTemp,1-5-10,VAV
9c4615cf-d2b9-482c-bfb9-b18922e70390,SpaceTemp,1-4-4_SpaceTemp,1-4-4,VAV
42f10cbb-f93a-4218-9045-e1d7c4166615,SpaceTemp,1-3-9_SpaceTemp,1-3-9,VAV
b3570ad5-9df8-4305-bfe7-01398bf46e11,SpaceTemp,2-5-24_SpaceTemp,2-5-24,VAV
74e3a44b-d286-4b96-b6d5-d5793a1cee7c,SpaceTemp,2-4-14_SpaceTemp,2-4-14,VAV
cc18f7f5-0804-45bc-9be5-76eeecf5dff3,SpaceTemp,2-3-15_SpaceTemp,2-3-15,VAV
3f8615c5-d15b-47cf-990f-b5d059326933,SpaceTemp,2-2-18_SpaceTemp,2-2-18,VAV
4aaf8d75-33e1-4c32-b555-68e5f86e6b56,SpaceTemp,2-1-27_SpaceTemp,2-1-27,VAV
e37d8a05-3d48-4400-9556-52f4c2566a86,SpaceTemp,2-5-20_SpaceTemp,2-5-20,VAV
4e9950a8-a593-4c60-837e-475ad19d1326,SpaceTemp,2-2-21_SpaceTemp,2-2-21,VAV
ee7c3375-cec8-4d36-9389-022241d71cd0,SpaceTemp,2-5-19_SpaceTemp,2-5-19,VAV
b981d8fb-5ec8-4099-ad33-a1f869a684ad,SpaceTemp,1-2-7_SpaceTemp,1-2-7,VAV
9498ab17-f1c5-4cf5-9ee5-d0308e6cb1aa,SpaceTemp,1-5-4_SpaceTemp,1-5-4,VAV
2baf1459-7809-4a2b-8250-6b66fe84575c,SpaceTemp,1-2-3_SpaceTemp,1-2-3,VAV
5c64440b-1517-45dd-8302-afe049741832,SpaceTemp,1-5-3_SpaceTemp,1-5-3,VAV
21603d60-d3a5-4341-8377-2b2f9c11b303,SpaceTemp,1-1-8_SpaceTemp,1-1-8,VAV
e9a81863-ebe3-475c-9da7-fd51fd45aa61,SpaceTemp,1-2-4_SpaceTemp,1-2-4,VAV
f66362bb-75a9-4646-a91b-f1a03db90e95,SpaceTemp,1-5-7_SpaceTemp,1-5-7,VAV
a83dece1-f344-4884-b80b-4f8664a0a8ef,SpaceTemp,2-4-17_SpaceTemp,2-4-17,VAV
7aa5cf2c-80a1-4570-b4af-2e92e76c8c03,SpaceTemp,2-1-20_SpaceTemp,2-1-20,VAV
c914bf18-0e24-48b2-b625-ffd5b7e71183,SpaceTemp,2-1-19_SpaceTemp,2-1-19,VAV
5c8d94d7-ca6a-4823-9c96-5c6f1cceba13,SpaceTemp,2-3-16_SpaceTemp,2-3-16,VAV
7748c020-6a72-4d2a-bf0f-847120250b0d,SpaceTemp,2-5-23_SpaceTemp,2-5-23,VAV
e89d5bec-5b94-4c22-9899-1c8d0dc38fd1,SpaceTemp,1-4-9_SpaceTemp,1-4-9,VAV
b3770bf0-689c-4657-9d3c-258909cbfd2f,SpaceTemp,2-2-22_SpaceTemp,2-2-22,VAV
